Timestamp: 2026-01-13 11:31:40
Call URL: https://cloudphone.tatateleservices.com/file/recording?callId=1763532921.300523&type=rec&token=Z1h1anVVV1ovbGhUWXozQlRiNnV3UUwxRVBCUy9VYmJOR2N3TS82WXpQK2Z2TWhwSjZ4RDk2Lys0MlJhS3p3aTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D
Call Classification: BAD
Score: 5/10
Tone: Professional
Reason: Call failed due to severe audio quality issues; agent's initial engagement was strong.

Variable Analysis Summary:
Total Variables Present: 47

Excellent: 22 (46.81%)
Moderate: 10 (21.28%)
Needs Improvement: 15 (31.91%)
VARIABLE ANALYSIS:
Agent Tone & Energy | Moderate | The agent maintains a professional tone and consistent energy, even when facing audio difficulties, though the intermittent connection makes it hard to fully assess.
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Strategic Thinking              | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Direct Request for Information  | Excellent          | To abhi kya kya product kya rahega aapka?                                        |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| High Performance Metric         | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Significant Catalog Size        | Moderate           | woh mens clothing ke products hai, your T-shirts aur saadi aur ye lehenga, saadi.|
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Market Viability                | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Manufacturer Status             | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Business Scalability            | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Clear Product Identity          | Excellent          | Humare paas product hai clothing ka.                                             |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Possession of Essentials        | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Commitment to Quality           | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Established Foundation          | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Validation of Identity          | Excellent          | Omprakash.                                                                       |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Brand Identification            | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Pre-established Trust           | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Validation of Authority         | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Acceptance of Technology        | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Direct Price Inquiry            | Excellent          | is ke liye pricing kitna hoga                                                    |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Technical Acknowledgment        | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Price Discussion                | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Specific Price Points           | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Validation of Scope             | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Confirmation of Solution        | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Network Expansion               | Excellent          | Amazon, Flipkart, Meesho or WhatsApp.                                            |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Willingness for Deep Dive       | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
| Agreement to Next Steps         | Not Present        | N/A                                                                              |
+---------------------------------+--------------------+----------------------------------------------------------------------------------+
================================================================================
Timestamp: 2026-01-14 09:52:28
Call Index: 6
Call URL  : https://cloudphone.tatateleservices.com/file/recording?callId=1763548679.346470&type=rec&token=bnRaLy9XeUsvZDJwWkI0WEdoa2RYOHM2d29qMXZ3d3BpZGtzRkVHcEV2eXBlNEJ1S0hjYmExWXgvcWl1KzF6ajo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D

Call Classification: GOOD
Score: 8/10
Tone: Professional
Reason: Agent provided clear information, handled objection, and guided customer effectively.

+---------------------------+----------------+
| Metric                    | Value          |
+===========================+================+
| Total Variables Present   | 35             |
+---------------------------+----------------+
| Excellent                 | 24 (68.57%)    |
+---------------------------+----------------+
| Moderate                  | 11 (31.43%)    |
+---------------------------+----------------+
| Needs Improvement         | 0 (0.00%)      |
+---------------------------+----------------+

VARIABLE ANALYSIS
+-------------------------------+--------------------+--------------------------------------+
| Variable                      | Status             | Sentence                             |
+===============================+====================+======================================+
| Agent Tone & Energy           | Moderate           | जी हम लोग ना मीशो पे ना, हम लोग मीशो पे अकाउंट मैनेजमेंट सर्विसेस देते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Agent Confidence              | Excellent          | आप को सीए के पास जाना होगा मैम सीए जो होते हैं ना आप पता करना सीए के ऑनलाइन आप सर्च करोगे ना हाउ टू मेक जीएसटी तो गाइड कर देगा आपको। |
+-------------------------------+--------------------+--------------------------------------+
| Listening Quality             | Moderate           | अच्छा, तो मतलब ये बिजनेस है हमारा कोई क्या है मतलब अपना क्या है समझ नहीं आ रहा मैं। |
+-------------------------------+--------------------+--------------------------------------+
| Customer Empathy              | Needs Improvement  | क्या प्रोडक्ट्स है हमारे पास?         |
+-------------------------------+--------------------+--------------------------------------+
| Discovery & Understanding     | Moderate           | क्या प्रोडक्ट क्या जो आप सेल आउट कर रहे हैं? |
+-------------------------------+--------------------+--------------------------------------+
| Handling Customer Corrections | Excellent          | हम आपका अकाउंट बनाते हैं मीशो पे प्रोडक्ट आप अपने फोटोस देते हो हम फोटो को अपलोड करेंगे मीशो पे। |
+-------------------------------+--------------------+--------------------------------------+
| Objection Handling            | Moderate           | मैम तो विजिबिलिटी के ऊपर काम कर रहे हैं ना प्रोडक्ट के ऊपर सेल तो हो ही जाती है वैसे। |
+-------------------------------+--------------------+--------------------------------------+
| Pricing Objection Response    | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Handling Financial Constraints| Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Solution Orientation          | Excellent          | जो भी आपका प्रोडक्ट को अपलोड करना होता है, उसको एसईओ करना होता है, वो हर चीजें। |
+-------------------------------+--------------------+--------------------------------------+
| Conversation Control          | Excellent          | आपकी वेबसाइट पर मैसेज आया था व्हाट्सएप पर अभी हाई का। |
+-------------------------------+--------------------+--------------------------------------+
| Pacing of Call                | Excellent          | ठीक है अभी तो मेरे पास दो तीन चीजें ही है सेल करने के लिए मैं अभी न्यू न्यू शुरू करना चाहती हूं। |
+-------------------------------+--------------------+--------------------------------------+
| Escalation Handling           | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Upsell / Add-on Handling      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Customer Trust Impact         | Moderate           | तो उसको प्रमोशन होता है, एडवर्टाइजमेंट होता है, वो सब चीज हम लोग करते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Agent Mindset                 | Moderate           | हमारा पैकेज होता है 18000 का तीन महीने का। |
+-------------------------------+--------------------+--------------------------------------+
| Problem Ownership             | Excellent          | हम लोग अकाउंट मैनेजमेंट सर्विसेज देते हैं जैसे कि आपका बिजनेस है उसके प्रोडक्ट को और ज्यादा सेल करने में हेल्प करते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Customer Alignment            | Moderate           | मतलब कितनी चीजें की जरूरत हो सकती है प्रॉपर? यह जरूरत नहीं पड़ती है ना हम लोग अकाउंट मैनेजमेंट सर्विसेज देते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Objection Framing             | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Trust Signals                 | Excellent          | उसका जितना भी डिटेलिंग होती है ना टाइटल हो गया डिस्क्रिप्शन होता है जैसे मीशो में आप खरीद लेते हैं ना प्रोडक्ट का टाइटल वगैरह आ रहा होता है उसको अपलोड करेंगे। |
+-------------------------------+--------------------+--------------------------------------+
| Cost Sensitivity              | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Decision Momentum             | Excellent          | मैं अभी न्यू न्यू शुरू करना चाहती हूं। |
+-------------------------------+--------------------+--------------------------------------+
| Overall Call Outcome          | Excellent          | ठीक है मैं पहले जीएसटी नंबर बनवा लूं फिर उसके बाद मैं कांटेक्ट कर लूंगी आपसे। |
+-------------------------------+--------------------+--------------------------------------+
| Permission to Proceed         | Moderate           | मुझे एयर रिंग या सिटी गोल्ड के वो सेल करना है। |
+-------------------------------+--------------------+--------------------------------------+
| Mutual Agreement              | Excellent          | मैम तो विजिबिलिटी के ऊपर काम कर रहे हैं ना प्रोडक्ट के ऊपर सेल तो हो ही जाती है वैसे। नहीं होगा तो फिर हम लोग बात करेंगे फिर क्यों नहीं आ रही सेल। |
+-------------------------------+--------------------+--------------------------------------+
| Closing Confirmation          | Excellent          | फिर उसके बाद मैं कांटेक्ट कर लूंगी आपसे। |
+-------------------------------+--------------------+--------------------------------------+
| Polite Conclusion             | Excellent          | जी जी।                                |
+-------------------------------+--------------------+--------------------------------------+
| Intent to Re-engage           | Excellent          | ठीक है मैं पहले जीएसटी नंबर बनवा लूं फिर उसके बाद मैं कांटेक्ट कर लूंगी आपसे। |
+-------------------------------+--------------------+--------------------------------------+
| Agreement to Collaboration    | Excellent          | तो आपका अकाउंट बन पाएगा मीशो पे और उसमें आपकी हेल्प कर पाएंगे। |
+-------------------------------+--------------------+--------------------------------------+
| Direct Positive Feedback      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Agreement on Fundamentals     | Excellent          | मीशो पर हम लोग कंप्लीट अकाउंट मैनेजमेंट सर्विसेज प्रोवाइड करते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Call-back Request             | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Flexibility Acknowledgment    | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Confirmation of Interest      | Excellent          | मुझे पूरा डिटेल बताइए पैकेज मतलब क्या कैसे सेल करते हैं आप लोग। |
+-------------------------------+--------------------+--------------------------------------+
| Openness to Expansion         | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Direct Confirmation of Service Need| Moderate           | और आप गैलरी में जो प्रोडक्ट्स हैं आप सेल करने में मेरी मदद करेंगे। |
+-------------------------------+--------------------+--------------------------------------+
| Future Openness               | Excellent          | ठीक है मैं पहले जीएसटी नंबर बनवा लूं फिर उसके बाद मैं कांटेक्ट कर लूंगी आपसे। |
+-------------------------------+--------------------+--------------------------------------+
| Future Outlook                | Excellent          | तो सेल तो हो ही जाती है वैसे। नहीं होगा तो फिर हम लोग बात करेंगे फिर क्यों नहीं आ रही सेल। |
+-------------------------------+--------------------+--------------------------------------+
| Clear Intent to Start         | Excellent          | मैं अभी न्यू न्यू शुरू करना चाहती हूं। |
+-------------------------------+--------------------+--------------------------------------+
| Strategic Thinking            | Excellent          | आप को सीए के पास जाना होगा मैम सीए जो होते हैं ना आप पता करना सीए के ऑनलाइन आप सर्च करोगे ना हाउ टू मेक जीएसटी तो गाइड कर देगा आपको। |
+-------------------------------+--------------------+--------------------------------------+
| Direct Request for Information| Excellent          | क्या प्रोडक्ट्स हैं हमारे पास?         |
+-------------------------------+--------------------+--------------------------------------+
| High Performance Metric       | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Significant Catalog Size      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Market Viability              | Moderate           | तो उसको प्रमोशन होता है, एडवर्टाइजमेंट होता है, वो सब चीज हम लोग करते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Manufacturer Status           | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Business Scalability          | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Clear Product Identity        | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Possession of Essentials      | Needs Improvement  | नहीं, वो कहां से लाऊं, मुझे नहीं पता। |
+-------------------------------+--------------------+--------------------------------------+
| Commitment to Quality         | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Established Foundation        | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Validation of Identity        | Excellent          | गुड आफ्टरनून मैं आकर्ष बात कर रहा हूं Goonuker.com से। |
+-------------------------------+--------------------+--------------------------------------+
| Brand Identification          | Excellent          | आपकी वेबसाइट पर मैसेज आया था व्हाट्सएप पर अभी हाई का। |
+-------------------------------+--------------------+--------------------------------------+
| Pre-established Trust         | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Validation of Authority       | Excellent          | हम आपका अकाउंट बनाते हैं मीशो पे प्रोडक्ट आप अपने फोटोस देते हो हम फोटो को अपलोड करेंगे मीशो पे। |
+-------------------------------+--------------------+--------------------------------------+
| Acceptance of Technology      | Excellent          | आपकी वेबसाइट पर मैसेज आया था व्हाट्सएप पर अभी हाई का। |
+-------------------------------+--------------------+--------------------------------------+
| Direct Price Inquiry          | Excellent          | तो फिर आप आप कितना लेंगे?            |
+-------------------------------+--------------------+--------------------------------------+
| Technical Acknowledgment      | Excellent          | उसको अपलोड करेंगे उसका एसईओ करेंगे और एसईओ करने के बाद उसको लाइक कर देंगे। |
+-------------------------------+--------------------+--------------------------------------+
| Price Discussion              | Excellent          | हमारा पैकेज होता है 18000 का तीन महीने का। |
+-------------------------------+--------------------+--------------------------------------+
| Specific Price Points         | Excellent          | 18000 का हमारा पैकेज होता है।       |
+-------------------------------+--------------------+--------------------------------------+
| Validation of Scope           | Excellent          | हम आपका अकाउंट बनाते हैं मीशो पे। ठीक है, प्रोडक्ट आप अपने फोटोस देते हो हम फोटो को अपलोड करेंगे मीशो पे। |
+-------------------------------+--------------------+--------------------------------------+
| Confirmation of Solution      | Excellent          | मीशो पर हम लोग कंप्लीट अकाउंट मैनेजमेंट सर्विसेज प्रोवाइड करते हैं। |
+-------------------------------+--------------------+--------------------------------------+
| Network Expansion             | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Willingness for Deep Dive     | Excellent          | मुझे पूरा डिटेल बताइए पैकेज मतलब क्या कैसे सेल करते हैं आप लोग। |
+------------------------   -------+--------------------+--------------------------------------+
| Agreement to Next Steps       | Excellent          | ठीक है मैं पहले जीएसटी नंबर बनवा लूं फिर उसके बाद मैं कांटेक्ट कर लूंगी आपसे। |
+-------------------------------+--------------------+--------------------------------------+
================================================================================
Timestamp: 2026-01-14 09:52:28
Call Index: 7
Call URL  : https://cloudphone.tatateleservices.com/file/recording?callId=1763553288.381735&type=rec&token=MkhvSGFPVXB5ckMwcytxdlRMWW9WSmtNcWtFMGp0UDA5SzNzSGllNGRlM2FnRVBTTWczaUF6aStSOVZZNmNCRzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D

Call Classification: GOOD
Score: 9/10
Tone: Confident
Reason: Agent adeptly guided customer to a relevant e-commerce solution with clear information.

+---------------------------+----------------+
| Metric                    | Value          |
+===========================+================+
| Total Variables Present   | 57             |
+---------------------------+----------------+
| Excellent                 | 53 (92.98%)    |
+---------------------------+----------------+
| Moderate                  | 4 (7.02%)      |
+---------------------------+----------------+
| Needs Improvement         | 0 (0.00%)      |
+---------------------------+----------------+

VARIABLE ANALYSIS
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable                        | Status             | Sentence                                                                                                                                         |
+=================================+====================+==================================================================================================================================================+
| Agent Tone & Energy             | Excellent          | गुड इवनिंग मैं आकाश बात कर रहा हूं Golookpkr.com से।                                                                                             |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Agent Confidence                | Excellent          | नहीं, नहीं, ऐसा होता है ना Zepsto और Blinket Blinket को आप जानते हो आई थिंक स्पेसिफिक पिन कोड्स के ऊपर काम करते हैं।                                  |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Listening Quality               | Excellent          | अच्छा, तो जीएसटी में जैसे मैंने ईजीएसटी बनाया हूं। मल्टीपल प्लेटफॉर्म पे यूज कर सकते हैं या फिर हमें अलग-अलग जीएसटी नहीं, नहीं, मल्टीपल प्लेटफॉर्म पे एक ही जीएसटी यूज कर सकते हो। |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Customer Empathy                | Needs Improvement  | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Discovery & Understanding       | Excellent          | तो अभी एक आप मैन्युफैक्चरिंग है क्या है आपका? मुझे थोड़ा प्रीफ्री बताएं आप।                                                                      |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Handling Customer Corrections   | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Objection Handling              | Excellent          | नहीं, बात चार्जेस की नहीं, बात ये है की ब्रांड बनाने से फायदा ये होता है की अब मान लो आपको Blinket पे या Zepsto पे आपको बेचना है। ठीक है? कुछ प्रोडक्ट को। तो वहां पे तो पहले से बहुत सारे लोग बेच रहे हैं वो प्रोडक्ट। |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Pricing Objection Response      | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Handling Financial Constraints  | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Solution Orientation            | Excellent          | तो ई-कॉमर्स में अगर आपकी प्लानिंग हो, तो इसमें आपकी हेल्प कर पाऊंगा मैं Amazon या Flipkart पे प्रोडक्ट को सेल करने में।                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Conversation Control            | Excellent          | ठीक है, बट हम लोग जो काम करते हैं ना Golookpkr basically, हम लोग ई-कॉमर्स में हेल्प करते हैं, Amazon पे, Flipkart पे।                                |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Pacing of Call                  | Moderate           | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Escalation Handling             | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Upsell / Add-on Handling        | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Customer Trust Impact           | Excellent          | बिल्कुल, अगर आप स्टार्ट करोगे तो डेफिनेटली आप क्रुस कर रहे हो तो आपके लिए मैं बेहतर इसको और भी डिस्काउंट होगा मैं कर दूंगा बिल्कुल।                  |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Agent Mindset                   | Excellent          | तो मैं जान सकता हूं क्या रिक्वायरमेंट है आपकी? क्या क्वेरी है आपकी?                                                                               |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Problem Ownership               | Excellent          | नहीं नहीं, मैम डॉक्यूमेंटेशन आपका रहता है, हमारा काम अकाउंट मैनेजमेंट का रहता है।                                                               |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Customer Alignment              | Excellent          | अच्छा अभी आप अभी होलसेल से लेते हो कि आप अपना आप अपना ब्रांडिंग आप कराओगे इसका या सर जैसे जैसे होलसेलर आपको दे रहा है वैसे ही आप देखोगे?           |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Objection Framing               | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Trust Signals                   | Excellent          | तो वहां पर जब ब्रांडिंग स्ट्रांग होगी तो ऑटोमेटिकली आपको हेल्प मिलेगी Blinkit पे।                                                                 |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Cost Sensitivity                | Needs Improvement  | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Decision Momentum               | Excellent          | अगर हम लोग Amazon Flipkart पे कंप्लीट अकाउंट मैनेजमेंट की बात करते हैं, ठीक है, तो हम लोग स्टार्ट करते हैं आपसे 25000 प्लस जीएसटी तीन महीने के लिए।  |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Overall Call Outcome            | Excellent          | आप मुझे डिटेल शेयर करके रखो ना WhatsApp पर। मेरा जीएसटी बन जाता है।                                                                            |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Permission to Proceed           | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Mutual Agreement                | Excellent          | अच्छा, ओके ओके। ठीक है, और चार्जेस क्या है आपको? ऑन बोर्डिंग के? ऑन बोर्डिंग हम अगर हम लोग Amazon Flipkart पे कंप्लीट अकाउंट मैनेजमेंट की बात करते हैं, ठीक है, तो हम लोग स्टार्ट करते हैं आपसे 25000 प्लस जीएसटी तीन महीने के लिए। |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Closing Confirmation            | Excellent          | एक काम करता हूं इस नंबर पर व्हाट्सएप कर देता हूं आप मुझे मेल आईडी भेज दो अपनी।                                                                   |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Polite Conclusion               | Excellent          | थैंक यू। वेलकम।                                                                                                                                  |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Intent to Re-engage             | Excellent          | मैं मेल कर देता हूं सारा आपको। ठीक है।                                                                                                            |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Agreement to Collaboration      | Excellent          | अच्छा जीएसटी हम हो जाएगा तो करंट अकाउंट को भी मिल जाएंगे।                                                                                       |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Direct Positive Feedback        | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Agreement on Fundamentals       | Excellent          | जीएसटी नंबर मैंडेटरी होते हैं बाकी तो सारे बेसिक डॉक्यूमेंट होते हैं।                                                                             |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
| Call-back Request               | Not Present        | N/A                                                                                                                                              |
+---------------------------------+--------------------+--------------------------------------------------------------------------------------------------------------------------------------------------+
